ID,HBO1,HHB1,HBO2,HHB2,Thickness,complete
66001,17.0,4.5,55,15,10,False
66002,17.0,4.5,55,15,12,False
66003,17.0,4.5,55,15,14,False
66004,17.0,4.5,55,15,16,False
66005,17.0,4.5,55,15,18,False
66006,17.0,4.5,55,15,20,False
66007,17.0,4.5,55,17,10,False
66008,17.0,4.5,55,17,12,False
66009,17.0,4.5,55,17,14,False
66010,17.0,4.5,55,17,16,False
66011,17.0,4.5,55,17,18,False
66012,17.0,4.5,55,17,20,False
66013,17.0,4.5,55,19,10,False
66014,17.0,4.5,55,19,12,False
66015,17.0,4.5,55,19,14,False
66016,17.0,4.5,55,19,16,False
66017,17.0,4.5,55,19,18,False
66018,17.0,4.5,55,19,20,False
66019,17.0,4.5,55,21,10,False
66020,17.0,4.5,55,21,12,False
66021,17.0,4.5,55,21,14,False
66022,17.0,4.5,55,21,16,False
66023,17.0,4.5,55,21,18,False
66024,17.0,4.5,55,21,20,False
66025,17.0,4.5,55,23,10,False
66026,17.0,4.5,55,23,12,False
66027,17.0,4.5,55,23,14,False
66028,17.0,4.5,55,23,16,False
66029,17.0,4.5,55,23,18,False
66030,17.0,4.5,55,23,20,False
66031,17.0,4.5,55,25,10,False
66032,17.0,4.5,55,25,12,False
66033,17.0,4.5,55,25,14,False
66034,17.0,4.5,55,25,16,False
66035,17.0,4.5,55,25,18,False
66036,17.0,4.5,55,25,20,False
66037,17.0,4.5,55,27,10,False
66038,17.0,4.5,55,27,12,False
66039,17.0,4.5,55,27,14,False
66040,17.0,4.5,55,27,16,False
66041,17.0,4.5,55,27,18,False
66042,17.0,4.5,55,27,20,False
66043,17.0,4.5,55,29,10,False
66044,17.0,4.5,55,29,12,False
66045,17.0,4.5,55,29,14,False
66046,17.0,4.5,55,29,16,False
66047,17.0,4.5,55,29,18,False
66048,17.0,4.5,55,29,20,False
66049,17.0,4.5,55,31,10,False
66050,17.0,4.5,55,31,12,False
66051,17.0,4.5,55,31,14,False
66052,17.0,4.5,55,31,16,False
66053,17.0,4.5,55,31,18,False
66054,17.0,4.5,55,31,20,False
66055,17.0,4.5,55,33,10,False
66056,17.0,4.5,55,33,12,False
66057,17.0,4.5,55,33,14,False
66058,17.0,4.5,55,33,16,False
66059,17.0,4.5,55,33,18,False
66060,17.0,4.5,55,33,20,False
66061,17.0,4.5,55,35,10,False
66062,17.0,4.5,55,35,12,False
66063,17.0,4.5,55,35,14,False
66064,17.0,4.5,55,35,16,False
66065,17.0,4.5,55,35,18,False
66066,17.0,4.5,55,35,20,False
66067,17.0,5.5,25,15,10,False
66068,17.0,5.5,25,15,12,False
66069,17.0,5.5,25,15,14,False
66070,17.0,5.5,25,15,16,False
66071,17.0,5.5,25,15,18,False
66072,17.0,5.5,25,15,20,False
66073,17.0,5.5,25,17,10,False
66074,17.0,5.5,25,17,12,False
66075,17.0,5.5,25,17,14,False
66076,17.0,5.5,25,17,16,False
66077,17.0,5.5,25,17,18,False
66078,17.0,5.5,25,17,20,False
66079,17.0,5.5,25,19,10,False
66080,17.0,5.5,25,19,12,False
66081,17.0,5.5,25,19,14,False
66082,17.0,5.5,25,19,16,False
66083,17.0,5.5,25,19,18,False
66084,17.0,5.5,25,19,20,False
66085,17.0,5.5,25,21,10,False
66086,17.0,5.5,25,21,12,False
66087,17.0,5.5,25,21,14,False
66088,17.0,5.5,25,21,16,False
66089,17.0,5.5,25,21,18,False
66090,17.0,5.5,25,21,20,False
66091,17.0,5.5,25,23,10,False
66092,17.0,5.5,25,23,12,False
66093,17.0,5.5,25,23,14,False
66094,17.0,5.5,25,23,16,False
66095,17.0,5.5,25,23,18,False
66096,17.0,5.5,25,23,20,False
66097,17.0,5.5,25,25,10,False
66098,17.0,5.5,25,25,12,False
66099,17.0,5.5,25,25,14,False
66100,17.0,5.5,25,25,16,False
66101,17.0,5.5,25,25,18,False
66102,17.0,5.5,25,25,20,False
66103,17.0,5.5,25,27,10,False
66104,17.0,5.5,25,27,12,False
66105,17.0,5.5,25,27,14,False
66106,17.0,5.5,25,27,16,False
66107,17.0,5.5,25,27,18,False
66108,17.0,5.5,25,27,20,False
66109,17.0,5.5,25,29,10,False
66110,17.0,5.5,25,29,12,False
66111,17.0,5.5,25,29,14,False
66112,17.0,5.5,25,29,16,False
66113,17.0,5.5,25,29,18,False
66114,17.0,5.5,25,29,20,False
66115,17.0,5.5,25,31,10,False
66116,17.0,5.5,25,31,12,False
66117,17.0,5.5,25,31,14,False
66118,17.0,5.5,25,31,16,False
66119,17.0,5.5,25,31,18,False
66120,17.0,5.5,25,31,20,False
66121,17.0,5.5,25,33,10,False
66122,17.0,5.5,25,33,12,False
66123,17.0,5.5,25,33,14,False
66124,17.0,5.5,25,33,16,False
66125,17.0,5.5,25,33,18,False
66126,17.0,5.5,25,33,20,False
66127,17.0,5.5,25,35,10,False
66128,17.0,5.5,25,35,12,False
66129,17.0,5.5,25,35,14,False
66130,17.0,5.5,25,35,16,False
66131,17.0,5.5,25,35,18,False
66132,17.0,5.5,25,35,20,False
66133,17.0,5.5,28,15,10,False
66134,17.0,5.5,28,15,12,False
66135,17.0,5.5,28,15,14,False
66136,17.0,5.5,28,15,16,False
66137,17.0,5.5,28,15,18,False
66138,17.0,5.5,28,15,20,False
66139,17.0,5.5,28,17,10,False
66140,17.0,5.5,28,17,12,False
66141,17.0,5.5,28,17,14,False
66142,17.0,5.5,28,17,16,False
66143,17.0,5.5,28,17,18,False
66144,17.0,5.5,28,17,20,False
66145,17.0,5.5,28,19,10,False
66146,17.0,5.5,28,19,12,False
66147,17.0,5.5,28,19,14,False
66148,17.0,5.5,28,19,16,False
66149,17.0,5.5,28,19,18,False
66150,17.0,5.5,28,19,20,False
66151,17.0,5.5,28,21,10,False
66152,17.0,5.5,28,21,12,False
66153,17.0,5.5,28,21,14,False
66154,17.0,5.5,28,21,16,False
66155,17.0,5.5,28,21,18,False
66156,17.0,5.5,28,21,20,False
66157,17.0,5.5,28,23,10,False
66158,17.0,5.5,28,23,12,False
66159,17.0,5.5,28,23,14,False
66160,17.0,5.5,28,23,16,False
66161,17.0,5.5,28,23,18,False
66162,17.0,5.5,28,23,20,False
66163,17.0,5.5,28,25,10,False
66164,17.0,5.5,28,25,12,False
66165,17.0,5.5,28,25,14,False
66166,17.0,5.5,28,25,16,False
66167,17.0,5.5,28,25,18,False
66168,17.0,5.5,28,25,20,False
66169,17.0,5.5,28,27,10,False
66170,17.0,5.5,28,27,12,False
66171,17.0,5.5,28,27,14,False
66172,17.0,5.5,28,27,16,False
66173,17.0,5.5,28,27,18,False
66174,17.0,5.5,28,27,20,False
66175,17.0,5.5,28,29,10,False
66176,17.0,5.5,28,29,12,False
66177,17.0,5.5,28,29,14,False
66178,17.0,5.5,28,29,16,False
66179,17.0,5.5,28,29,18,False
66180,17.0,5.5,28,29,20,False
66181,17.0,5.5,28,31,10,False
66182,17.0,5.5,28,31,12,False
66183,17.0,5.5,28,31,14,False
66184,17.0,5.5,28,31,16,False
66185,17.0,5.5,28,31,18,False
66186,17.0,5.5,28,31,20,False
66187,17.0,5.5,28,33,10,False
66188,17.0,5.5,28,33,12,False
66189,17.0,5.5,28,33,14,False
66190,17.0,5.5,28,33,16,False
66191,17.0,5.5,28,33,18,False
66192,17.0,5.5,28,33,20,False
66193,17.0,5.5,28,35,10,False
66194,17.0,5.5,28,35,12,False
66195,17.0,5.5,28,35,14,False
66196,17.0,5.5,28,35,16,False
66197,17.0,5.5,28,35,18,False
66198,17.0,5.5,28,35,20,False
66199,17.0,5.5,31,15,10,False
66200,17.0,5.5,31,15,12,False
66201,17.0,5.5,31,15,14,False
66202,17.0,5.5,31,15,16,False
66203,17.0,5.5,31,15,18,False
66204,17.0,5.5,31,15,20,False
66205,17.0,5.5,31,17,10,False
66206,17.0,5.5,31,17,12,False
66207,17.0,5.5,31,17,14,False
66208,17.0,5.5,31,17,16,False
66209,17.0,5.5,31,17,18,False
66210,17.0,5.5,31,17,20,False
66211,17.0,5.5,31,19,10,False
66212,17.0,5.5,31,19,12,False
66213,17.0,5.5,31,19,14,False
66214,17.0,5.5,31,19,16,False
66215,17.0,5.5,31,19,18,False
66216,17.0,5.5,31,19,20,False
66217,17.0,5.5,31,21,10,False
66218,17.0,5.5,31,21,12,False
66219,17.0,5.5,31,21,14,False
66220,17.0,5.5,31,21,16,False
66221,17.0,5.5,31,21,18,False
66222,17.0,5.5,31,21,20,False
66223,17.0,5.5,31,23,10,False
66224,17.0,5.5,31,23,12,False
66225,17.0,5.5,31,23,14,False
66226,17.0,5.5,31,23,16,False
66227,17.0,5.5,31,23,18,False
66228,17.0,5.5,31,23,20,False
66229,17.0,5.5,31,25,10,False
66230,17.0,5.5,31,25,12,False
66231,17.0,5.5,31,25,14,False
66232,17.0,5.5,31,25,16,False
66233,17.0,5.5,31,25,18,False
66234,17.0,5.5,31,25,20,False
66235,17.0,5.5,31,27,10,False
66236,17.0,5.5,31,27,12,False
66237,17.0,5.5,31,27,14,False
66238,17.0,5.5,31,27,16,False
66239,17.0,5.5,31,27,18,False
66240,17.0,5.5,31,27,20,False
66241,17.0,5.5,31,29,10,False
66242,17.0,5.5,31,29,12,False
66243,17.0,5.5,31,29,14,False
66244,17.0,5.5,31,29,16,False
66245,17.0,5.5,31,29,18,False
66246,17.0,5.5,31,29,20,False
66247,17.0,5.5,31,31,10,False
66248,17.0,5.5,31,31,12,False
66249,17.0,5.5,31,31,14,False
66250,17.0,5.5,31,31,16,False
66251,17.0,5.5,31,31,18,False
66252,17.0,5.5,31,31,20,False
66253,17.0,5.5,31,33,10,False
66254,17.0,5.5,31,33,12,False
66255,17.0,5.5,31,33,14,False
66256,17.0,5.5,31,33,16,False
66257,17.0,5.5,31,33,18,False
66258,17.0,5.5,31,33,20,False
66259,17.0,5.5,31,35,10,False
66260,17.0,5.5,31,35,12,False
66261,17.0,5.5,31,35,14,False
66262,17.0,5.5,31,35,16,False
66263,17.0,5.5,31,35,18,False
66264,17.0,5.5,31,35,20,False
66265,17.0,5.5,34,15,10,False
66266,17.0,5.5,34,15,12,False
66267,17.0,5.5,34,15,14,False
66268,17.0,5.5,34,15,16,False
66269,17.0,5.5,34,15,18,False
66270,17.0,5.5,34,15,20,False
66271,17.0,5.5,34,17,10,False
66272,17.0,5.5,34,17,12,False
66273,17.0,5.5,34,17,14,False
66274,17.0,5.5,34,17,16,False
66275,17.0,5.5,34,17,18,False
66276,17.0,5.5,34,17,20,False
66277,17.0,5.5,34,19,10,False
66278,17.0,5.5,34,19,12,False
66279,17.0,5.5,34,19,14,False
66280,17.0,5.5,34,19,16,False
66281,17.0,5.5,34,19,18,False
66282,17.0,5.5,34,19,20,False
66283,17.0,5.5,34,21,10,False
66284,17.0,5.5,34,21,12,False
66285,17.0,5.5,34,21,14,False
66286,17.0,5.5,34,21,16,False
66287,17.0,5.5,34,21,18,False
66288,17.0,5.5,34,21,20,False
66289,17.0,5.5,34,23,10,False
66290,17.0,5.5,34,23,12,False
66291,17.0,5.5,34,23,14,False
66292,17.0,5.5,34,23,16,False
66293,17.0,5.5,34,23,18,False
66294,17.0,5.5,34,23,20,False
66295,17.0,5.5,34,25,10,False
66296,17.0,5.5,34,25,12,False
66297,17.0,5.5,34,25,14,False
66298,17.0,5.5,34,25,16,False
66299,17.0,5.5,34,25,18,False
66300,17.0,5.5,34,25,20,False
66301,17.0,5.5,34,27,10,False
66302,17.0,5.5,34,27,12,False
66303,17.0,5.5,34,27,14,False
66304,17.0,5.5,34,27,16,False
66305,17.0,5.5,34,27,18,False
66306,17.0,5.5,34,27,20,False
66307,17.0,5.5,34,29,10,False
66308,17.0,5.5,34,29,12,False
66309,17.0,5.5,34,29,14,False
66310,17.0,5.5,34,29,16,False
66311,17.0,5.5,34,29,18,False
66312,17.0,5.5,34,29,20,False
66313,17.0,5.5,34,31,10,False
66314,17.0,5.5,34,31,12,False
66315,17.0,5.5,34,31,14,False
66316,17.0,5.5,34,31,16,False
66317,17.0,5.5,34,31,18,False
66318,17.0,5.5,34,31,20,False
66319,17.0,5.5,34,33,10,False
66320,17.0,5.5,34,33,12,False
66321,17.0,5.5,34,33,14,False
66322,17.0,5.5,34,33,16,False
66323,17.0,5.5,34,33,18,False
66324,17.0,5.5,34,33,20,False
66325,17.0,5.5,34,35,10,False
66326,17.0,5.5,34,35,12,False
66327,17.0,5.5,34,35,14,False
66328,17.0,5.5,34,35,16,False
66329,17.0,5.5,34,35,18,False
66330,17.0,5.5,34,35,20,False
66331,17.0,5.5,37,15,10,False
66332,17.0,5.5,37,15,12,False
66333,17.0,5.5,37,15,14,False
66334,17.0,5.5,37,15,16,False
66335,17.0,5.5,37,15,18,False
66336,17.0,5.5,37,15,20,False
66337,17.0,5.5,37,17,10,False
66338,17.0,5.5,37,17,12,False
66339,17.0,5.5,37,17,14,False
66340,17.0,5.5,37,17,16,False
66341,17.0,5.5,37,17,18,False
66342,17.0,5.5,37,17,20,False
66343,17.0,5.5,37,19,10,False
66344,17.0,5.5,37,19,12,False
66345,17.0,5.5,37,19,14,False
66346,17.0,5.5,37,19,16,False
66347,17.0,5.5,37,19,18,False
66348,17.0,5.5,37,19,20,False
66349,17.0,5.5,37,21,10,False
66350,17.0,5.5,37,21,12,False
66351,17.0,5.5,37,21,14,False
66352,17.0,5.5,37,21,16,False
66353,17.0,5.5,37,21,18,False
66354,17.0,5.5,37,21,20,False
66355,17.0,5.5,37,23,10,False
66356,17.0,5.5,37,23,12,False
66357,17.0,5.5,37,23,14,False
66358,17.0,5.5,37,23,16,False
66359,17.0,5.5,37,23,18,False
66360,17.0,5.5,37,23,20,False
66361,17.0,5.5,37,25,10,False
66362,17.0,5.5,37,25,12,False
66363,17.0,5.5,37,25,14,False
66364,17.0,5.5,37,25,16,False
66365,17.0,5.5,37,25,18,False
66366,17.0,5.5,37,25,20,False
66367,17.0,5.5,37,27,10,False
66368,17.0,5.5,37,27,12,False
66369,17.0,5.5,37,27,14,False
66370,17.0,5.5,37,27,16,False
66371,17.0,5.5,37,27,18,False
66372,17.0,5.5,37,27,20,False
66373,17.0,5.5,37,29,10,False
66374,17.0,5.5,37,29,12,False
66375,17.0,5.5,37,29,14,False
66376,17.0,5.5,37,29,16,False
66377,17.0,5.5,37,29,18,False
66378,17.0,5.5,37,29,20,False
66379,17.0,5.5,37,31,10,False
66380,17.0,5.5,37,31,12,False
66381,17.0,5.5,37,31,14,False
66382,17.0,5.5,37,31,16,False
66383,17.0,5.5,37,31,18,False
66384,17.0,5.5,37,31,20,False
66385,17.0,5.5,37,33,10,False
66386,17.0,5.5,37,33,12,False
66387,17.0,5.5,37,33,14,False
66388,17.0,5.5,37,33,16,False
66389,17.0,5.5,37,33,18,False
66390,17.0,5.5,37,33,20,False
66391,17.0,5.5,37,35,10,False
66392,17.0,5.5,37,35,12,False
66393,17.0,5.5,37,35,14,False
66394,17.0,5.5,37,35,16,False
66395,17.0,5.5,37,35,18,False
66396,17.0,5.5,37,35,20,False
66397,17.0,5.5,40,15,10,False
66398,17.0,5.5,40,15,12,False
66399,17.0,5.5,40,15,14,False
66400,17.0,5.5,40,15,16,False
66401,17.0,5.5,40,15,18,False
66402,17.0,5.5,40,15,20,False
66403,17.0,5.5,40,17,10,False
66404,17.0,5.5,40,17,12,False
66405,17.0,5.5,40,17,14,False
66406,17.0,5.5,40,17,16,False
66407,17.0,5.5,40,17,18,False
66408,17.0,5.5,40,17,20,False
66409,17.0,5.5,40,19,10,False
66410,17.0,5.5,40,19,12,False
66411,17.0,5.5,40,19,14,False
66412,17.0,5.5,40,19,16,False
66413,17.0,5.5,40,19,18,False
66414,17.0,5.5,40,19,20,False
66415,17.0,5.5,40,21,10,False
66416,17.0,5.5,40,21,12,False
66417,17.0,5.5,40,21,14,False
66418,17.0,5.5,40,21,16,False
66419,17.0,5.5,40,21,18,False
66420,17.0,5.5,40,21,20,False
66421,17.0,5.5,40,23,10,False
66422,17.0,5.5,40,23,12,False
66423,17.0,5.5,40,23,14,False
66424,17.0,5.5,40,23,16,False
66425,17.0,5.5,40,23,18,False
66426,17.0,5.5,40,23,20,False
66427,17.0,5.5,40,25,10,False
66428,17.0,5.5,40,25,12,False
66429,17.0,5.5,40,25,14,False
66430,17.0,5.5,40,25,16,False
66431,17.0,5.5,40,25,18,False
66432,17.0,5.5,40,25,20,False
66433,17.0,5.5,40,27,10,False
66434,17.0,5.5,40,27,12,False
66435,17.0,5.5,40,27,14,False
66436,17.0,5.5,40,27,16,False
66437,17.0,5.5,40,27,18,False
66438,17.0,5.5,40,27,20,False
66439,17.0,5.5,40,29,10,False
66440,17.0,5.5,40,29,12,False
66441,17.0,5.5,40,29,14,False
66442,17.0,5.5,40,29,16,False
66443,17.0,5.5,40,29,18,False
66444,17.0,5.5,40,29,20,False
66445,17.0,5.5,40,31,10,False
66446,17.0,5.5,40,31,12,False
66447,17.0,5.5,40,31,14,False
66448,17.0,5.5,40,31,16,False
66449,17.0,5.5,40,31,18,False
66450,17.0,5.5,40,31,20,False
66451,17.0,5.5,40,33,10,False
66452,17.0,5.5,40,33,12,False
66453,17.0,5.5,40,33,14,False
66454,17.0,5.5,40,33,16,False
66455,17.0,5.5,40,33,18,False
66456,17.0,5.5,40,33,20,False
66457,17.0,5.5,40,35,10,False
66458,17.0,5.5,40,35,12,False
66459,17.0,5.5,40,35,14,False
66460,17.0,5.5,40,35,16,False
66461,17.0,5.5,40,35,18,False
66462,17.0,5.5,40,35,20,False
66463,17.0,5.5,43,15,10,False
66464,17.0,5.5,43,15,12,False
66465,17.0,5.5,43,15,14,False
66466,17.0,5.5,43,15,16,False
66467,17.0,5.5,43,15,18,False
66468,17.0,5.5,43,15,20,False
66469,17.0,5.5,43,17,10,False
66470,17.0,5.5,43,17,12,False
66471,17.0,5.5,43,17,14,False
66472,17.0,5.5,43,17,16,False
66473,17.0,5.5,43,17,18,False
66474,17.0,5.5,43,17,20,False
66475,17.0,5.5,43,19,10,False
66476,17.0,5.5,43,19,12,False
66477,17.0,5.5,43,19,14,False
66478,17.0,5.5,43,19,16,False
66479,17.0,5.5,43,19,18,False
66480,17.0,5.5,43,19,20,False
66481,17.0,5.5,43,21,10,False
66482,17.0,5.5,43,21,12,False
66483,17.0,5.5,43,21,14,False
66484,17.0,5.5,43,21,16,False
66485,17.0,5.5,43,21,18,False
66486,17.0,5.5,43,21,20,False
66487,17.0,5.5,43,23,10,False
66488,17.0,5.5,43,23,12,False
66489,17.0,5.5,43,23,14,False
66490,17.0,5.5,43,23,16,False
66491,17.0,5.5,43,23,18,False
66492,17.0,5.5,43,23,20,False
66493,17.0,5.5,43,25,10,False
66494,17.0,5.5,43,25,12,False
66495,17.0,5.5,43,25,14,False
66496,17.0,5.5,43,25,16,False
66497,17.0,5.5,43,25,18,False
66498,17.0,5.5,43,25,20,False
66499,17.0,5.5,43,27,10,False
66500,17.0,5.5,43,27,12,False
66501,17.0,5.5,43,27,14,False
66502,17.0,5.5,43,27,16,False
66503,17.0,5.5,43,27,18,False
66504,17.0,5.5,43,27,20,False
66505,17.0,5.5,43,29,10,False
66506,17.0,5.5,43,29,12,False
66507,17.0,5.5,43,29,14,False
66508,17.0,5.5,43,29,16,False
66509,17.0,5.5,43,29,18,False
66510,17.0,5.5,43,29,20,False
66511,17.0,5.5,43,31,10,False
66512,17.0,5.5,43,31,12,False
66513,17.0,5.5,43,31,14,False
66514,17.0,5.5,43,31,16,False
66515,17.0,5.5,43,31,18,False
66516,17.0,5.5,43,31,20,False
66517,17.0,5.5,43,33,10,False
66518,17.0,5.5,43,33,12,False
66519,17.0,5.5,43,33,14,False
66520,17.0,5.5,43,33,16,False
66521,17.0,5.5,43,33,18,False
66522,17.0,5.5,43,33,20,False
66523,17.0,5.5,43,35,10,False
66524,17.0,5.5,43,35,12,False
66525,17.0,5.5,43,35,14,False
66526,17.0,5.5,43,35,16,False
66527,17.0,5.5,43,35,18,False
66528,17.0,5.5,43,35,20,False
66529,17.0,5.5,46,15,10,False
66530,17.0,5.5,46,15,12,False
66531,17.0,5.5,46,15,14,False
66532,17.0,5.5,46,15,16,False
66533,17.0,5.5,46,15,18,False
66534,17.0,5.5,46,15,20,False
66535,17.0,5.5,46,17,10,False
66536,17.0,5.5,46,17,12,False
66537,17.0,5.5,46,17,14,False
66538,17.0,5.5,46,17,16,False
66539,17.0,5.5,46,17,18,False
66540,17.0,5.5,46,17,20,False
66541,17.0,5.5,46,19,10,False
66542,17.0,5.5,46,19,12,False
66543,17.0,5.5,46,19,14,False
66544,17.0,5.5,46,19,16,False
66545,17.0,5.5,46,19,18,False
66546,17.0,5.5,46,19,20,False
66547,17.0,5.5,46,21,10,False
66548,17.0,5.5,46,21,12,False
66549,17.0,5.5,46,21,14,False
66550,17.0,5.5,46,21,16,False
66551,17.0,5.5,46,21,18,False
66552,17.0,5.5,46,21,20,False
66553,17.0,5.5,46,23,10,False
66554,17.0,5.5,46,23,12,False
66555,17.0,5.5,46,23,14,False
66556,17.0,5.5,46,23,16,False
66557,17.0,5.5,46,23,18,False
66558,17.0,5.5,46,23,20,False
66559,17.0,5.5,46,25,10,False
66560,17.0,5.5,46,25,12,False
66561,17.0,5.5,46,25,14,False
66562,17.0,5.5,46,25,16,False
66563,17.0,5.5,46,25,18,False
66564,17.0,5.5,46,25,20,False
66565,17.0,5.5,46,27,10,False
66566,17.0,5.5,46,27,12,False
66567,17.0,5.5,46,27,14,False
66568,17.0,5.5,46,27,16,False
66569,17.0,5.5,46,27,18,False
66570,17.0,5.5,46,27,20,False
66571,17.0,5.5,46,29,10,False
66572,17.0,5.5,46,29,12,False
66573,17.0,5.5,46,29,14,False
66574,17.0,5.5,46,29,16,False
66575,17.0,5.5,46,29,18,False
66576,17.0,5.5,46,29,20,False
66577,17.0,5.5,46,31,10,False
66578,17.0,5.5,46,31,12,False
66579,17.0,5.5,46,31,14,False
66580,17.0,5.5,46,31,16,False
66581,17.0,5.5,46,31,18,False
66582,17.0,5.5,46,31,20,False
66583,17.0,5.5,46,33,10,False
66584,17.0,5.5,46,33,12,False
66585,17.0,5.5,46,33,14,False
66586,17.0,5.5,46,33,16,False
66587,17.0,5.5,46,33,18,False
66588,17.0,5.5,46,33,20,False
66589,17.0,5.5,46,35,10,False
66590,17.0,5.5,46,35,12,False
66591,17.0,5.5,46,35,14,False
66592,17.0,5.5,46,35,16,False
66593,17.0,5.5,46,35,18,False
66594,17.0,5.5,46,35,20,False
66595,17.0,5.5,49,15,10,False
66596,17.0,5.5,49,15,12,False
66597,17.0,5.5,49,15,14,False
66598,17.0,5.5,49,15,16,False
66599,17.0,5.5,49,15,18,False
66600,17.0,5.5,49,15,20,False
66601,17.0,5.5,49,17,10,False
66602,17.0,5.5,49,17,12,False
66603,17.0,5.5,49,17,14,False
66604,17.0,5.5,49,17,16,False
66605,17.0,5.5,49,17,18,False
66606,17.0,5.5,49,17,20,False
66607,17.0,5.5,49,19,10,False
66608,17.0,5.5,49,19,12,False
66609,17.0,5.5,49,19,14,False
66610,17.0,5.5,49,19,16,False
66611,17.0,5.5,49,19,18,False
66612,17.0,5.5,49,19,20,False
66613,17.0,5.5,49,21,10,False
66614,17.0,5.5,49,21,12,False
66615,17.0,5.5,49,21,14,False
66616,17.0,5.5,49,21,16,False
66617,17.0,5.5,49,21,18,False
66618,17.0,5.5,49,21,20,False
66619,17.0,5.5,49,23,10,False
