ID,HBO1,HHB1,HBO2,HHB2,Thickness,complete
77038,18.5,9.5,28,19,16,False
77039,18.5,9.5,28,19,18,False
77040,18.5,9.5,28,19,20,False
77041,18.5,9.5,28,21,10,False
77042,18.5,9.5,28,21,12,False
77043,18.5,9.5,28,21,14,False
77044,18.5,9.5,28,21,16,False
77045,18.5,9.5,28,21,18,False
77046,18.5,9.5,28,21,20,False
77047,18.5,9.5,28,23,10,False
77048,18.5,9.5,28,23,12,False
77049,18.5,9.5,28,23,14,False
77050,18.5,9.5,28,23,16,False
77051,18.5,9.5,28,23,18,False
77052,18.5,9.5,28,23,20,False
77053,18.5,9.5,28,25,10,False
77054,18.5,9.5,28,25,12,False
77055,18.5,9.5,28,25,14,False
77056,18.5,9.5,28,25,16,False
77057,18.5,9.5,28,25,18,False
77058,18.5,9.5,28,25,20,False
77059,18.5,9.5,28,27,10,False
77060,18.5,9.5,28,27,12,False
77061,18.5,9.5,28,27,14,False
77062,18.5,9.5,28,27,16,False
77063,18.5,9.5,28,27,18,False
77064,18.5,9.5,28,27,20,False
77065,18.5,9.5,28,29,10,False
77066,18.5,9.5,28,29,12,False
77067,18.5,9.5,28,29,14,False
77068,18.5,9.5,28,29,16,False
77069,18.5,9.5,28,29,18,False
77070,18.5,9.5,28,29,20,False
77071,18.5,9.5,28,31,10,False
77072,18.5,9.5,28,31,12,False
77073,18.5,9.5,28,31,14,False
77074,18.5,9.5,28,31,16,False
77075,18.5,9.5,28,31,18,False
77076,18.5,9.5,28,31,20,False
77077,18.5,9.5,28,33,10,False
77078,18.5,9.5,28,33,12,False
77079,18.5,9.5,28,33,14,False
77080,18.5,9.5,28,33,16,False
77081,18.5,9.5,28,33,18,False
77082,18.5,9.5,28,33,20,False
77083,18.5,9.5,28,35,10,False
77084,18.5,9.5,28,35,12,False
77085,18.5,9.5,28,35,14,False
77086,18.5,9.5,28,35,16,False
77087,18.5,9.5,28,35,18,False
77088,18.5,9.5,28,35,20,False
77089,18.5,9.5,31,15,10,False
77090,18.5,9.5,31,15,12,False
77091,18.5,9.5,31,15,14,False
77092,18.5,9.5,31,15,16,False
77093,18.5,9.5,31,15,18,False
77094,18.5,9.5,31,15,20,False
77095,18.5,9.5,31,17,10,False
77096,18.5,9.5,31,17,12,False
77097,18.5,9.5,31,17,14,False
77098,18.5,9.5,31,17,16,False
77099,18.5,9.5,31,17,18,False
77100,18.5,9.5,31,17,20,False
77101,18.5,9.5,31,19,10,False
77102,18.5,9.5,31,19,12,False
77103,18.5,9.5,31,19,14,False
77104,18.5,9.5,31,19,16,False
77105,18.5,9.5,31,19,18,False
77106,18.5,9.5,31,19,20,False
77107,18.5,9.5,31,21,10,False
77108,18.5,9.5,31,21,12,False
77109,18.5,9.5,31,21,14,False
77110,18.5,9.5,31,21,16,False
77111,18.5,9.5,31,21,18,False
77112,18.5,9.5,31,21,20,False
77113,18.5,9.5,31,23,10,False
77114,18.5,9.5,31,23,12,False
77115,18.5,9.5,31,23,14,False
77116,18.5,9.5,31,23,16,False
77117,18.5,9.5,31,23,18,False
77118,18.5,9.5,31,23,20,False
77119,18.5,9.5,31,25,10,False
77120,18.5,9.5,31,25,12,False
77121,18.5,9.5,31,25,14,False
77122,18.5,9.5,31,25,16,False
77123,18.5,9.5,31,25,18,False
77124,18.5,9.5,31,25,20,False
77125,18.5,9.5,31,27,10,False
77126,18.5,9.5,31,27,12,False
77127,18.5,9.5,31,27,14,False
77128,18.5,9.5,31,27,16,False
77129,18.5,9.5,31,27,18,False
77130,18.5,9.5,31,27,20,False
77131,18.5,9.5,31,29,10,False
77132,18.5,9.5,31,29,12,False
77133,18.5,9.5,31,29,14,False
77134,18.5,9.5,31,29,16,False
77135,18.5,9.5,31,29,18,False
77136,18.5,9.5,31,29,20,False
77137,18.5,9.5,31,31,10,False
77138,18.5,9.5,31,31,12,False
77139,18.5,9.5,31,31,14,False
77140,18.5,9.5,31,31,16,False
77141,18.5,9.5,31,31,18,False
77142,18.5,9.5,31,31,20,False
77143,18.5,9.5,31,33,10,False
77144,18.5,9.5,31,33,12,False
77145,18.5,9.5,31,33,14,False
77146,18.5,9.5,31,33,16,False
77147,18.5,9.5,31,33,18,False
77148,18.5,9.5,31,33,20,False
77149,18.5,9.5,31,35,10,False
77150,18.5,9.5,31,35,12,False
77151,18.5,9.5,31,35,14,False
77152,18.5,9.5,31,35,16,False
77153,18.5,9.5,31,35,18,False
77154,18.5,9.5,31,35,20,False
77155,18.5,9.5,34,15,10,False
77156,18.5,9.5,34,15,12,False
77157,18.5,9.5,34,15,14,False
77158,18.5,9.5,34,15,16,False
77159,18.5,9.5,34,15,18,False
77160,18.5,9.5,34,15,20,False
77161,18.5,9.5,34,17,10,False
77162,18.5,9.5,34,17,12,False
77163,18.5,9.5,34,17,14,False
77164,18.5,9.5,34,17,16,False
77165,18.5,9.5,34,17,18,False
77166,18.5,9.5,34,17,20,False
77167,18.5,9.5,34,19,10,False
77168,18.5,9.5,34,19,12,False
77169,18.5,9.5,34,19,14,False
77170,18.5,9.5,34,19,16,False
77171,18.5,9.5,34,19,18,False
77172,18.5,9.5,34,19,20,False
77173,18.5,9.5,34,21,10,False
77174,18.5,9.5,34,21,12,False
77175,18.5,9.5,34,21,14,False
77176,18.5,9.5,34,21,16,False
77177,18.5,9.5,34,21,18,False
77178,18.5,9.5,34,21,20,False
77179,18.5,9.5,34,23,10,False
77180,18.5,9.5,34,23,12,False
77181,18.5,9.5,34,23,14,False
77182,18.5,9.5,34,23,16,False
77183,18.5,9.5,34,23,18,False
77184,18.5,9.5,34,23,20,False
77185,18.5,9.5,34,25,10,False
77186,18.5,9.5,34,25,12,False
77187,18.5,9.5,34,25,14,False
77188,18.5,9.5,34,25,16,False
77189,18.5,9.5,34,25,18,False
77190,18.5,9.5,34,25,20,False
77191,18.5,9.5,34,27,10,False
77192,18.5,9.5,34,27,12,False
77193,18.5,9.5,34,27,14,False
77194,18.5,9.5,34,27,16,False
77195,18.5,9.5,34,27,18,False
77196,18.5,9.5,34,27,20,False
77197,18.5,9.5,34,29,10,False
77198,18.5,9.5,34,29,12,False
77199,18.5,9.5,34,29,14,False
77200,18.5,9.5,34,29,16,False
77201,18.5,9.5,34,29,18,False
77202,18.5,9.5,34,29,20,False
77203,18.5,9.5,34,31,10,False
77204,18.5,9.5,34,31,12,False
77205,18.5,9.5,34,31,14,False
77206,18.5,9.5,34,31,16,False
77207,18.5,9.5,34,31,18,False
77208,18.5,9.5,34,31,20,False
77209,18.5,9.5,34,33,10,False
77210,18.5,9.5,34,33,12,False
77211,18.5,9.5,34,33,14,False
77212,18.5,9.5,34,33,16,False
77213,18.5,9.5,34,33,18,False
77214,18.5,9.5,34,33,20,False
77215,18.5,9.5,34,35,10,False
77216,18.5,9.5,34,35,12,False
77217,18.5,9.5,34,35,14,False
77218,18.5,9.5,34,35,16,False
77219,18.5,9.5,34,35,18,False
77220,18.5,9.5,34,35,20,False
77221,18.5,9.5,37,15,10,False
77222,18.5,9.5,37,15,12,False
77223,18.5,9.5,37,15,14,False
77224,18.5,9.5,37,15,16,False
77225,18.5,9.5,37,15,18,False
77226,18.5,9.5,37,15,20,False
77227,18.5,9.5,37,17,10,False
77228,18.5,9.5,37,17,12,False
77229,18.5,9.5,37,17,14,False
77230,18.5,9.5,37,17,16,False
77231,18.5,9.5,37,17,18,False
77232,18.5,9.5,37,17,20,False
77233,18.5,9.5,37,19,10,False
77234,18.5,9.5,37,19,12,False
77235,18.5,9.5,37,19,14,False
77236,18.5,9.5,37,19,16,False
77237,18.5,9.5,37,19,18,False
77238,18.5,9.5,37,19,20,False
77239,18.5,9.5,37,21,10,False
77240,18.5,9.5,37,21,12,False
77241,18.5,9.5,37,21,14,False
77242,18.5,9.5,37,21,16,False
77243,18.5,9.5,37,21,18,False
77244,18.5,9.5,37,21,20,False
77245,18.5,9.5,37,23,10,False
77246,18.5,9.5,37,23,12,False
77247,18.5,9.5,37,23,14,False
77248,18.5,9.5,37,23,16,False
77249,18.5,9.5,37,23,18,False
77250,18.5,9.5,37,23,20,False
77251,18.5,9.5,37,25,10,False
77252,18.5,9.5,37,25,12,False
77253,18.5,9.5,37,25,14,False
77254,18.5,9.5,37,25,16,False
77255,18.5,9.5,37,25,18,False
77256,18.5,9.5,37,25,20,False
77257,18.5,9.5,37,27,10,False
77258,18.5,9.5,37,27,12,False
77259,18.5,9.5,37,27,14,False
77260,18.5,9.5,37,27,16,False
77261,18.5,9.5,37,27,18,False
77262,18.5,9.5,37,27,20,False
77263,18.5,9.5,37,29,10,False
77264,18.5,9.5,37,29,12,False
77265,18.5,9.5,37,29,14,False
77266,18.5,9.5,37,29,16,False
77267,18.5,9.5,37,29,18,False
77268,18.5,9.5,37,29,20,False
77269,18.5,9.5,37,31,10,False
77270,18.5,9.5,37,31,12,False
77271,18.5,9.5,37,31,14,False
77272,18.5,9.5,37,31,16,False
77273,18.5,9.5,37,31,18,False
77274,18.5,9.5,37,31,20,False
77275,18.5,9.5,37,33,10,False
77276,18.5,9.5,37,33,12,False
77277,18.5,9.5,37,33,14,False
77278,18.5,9.5,37,33,16,False
77279,18.5,9.5,37,33,18,False
77280,18.5,9.5,37,33,20,False
77281,18.5,9.5,37,35,10,False
77282,18.5,9.5,37,35,12,False
77283,18.5,9.5,37,35,14,False
77284,18.5,9.5,37,35,16,False
77285,18.5,9.5,37,35,18,False
77286,18.5,9.5,37,35,20,False
77287,18.5,9.5,40,15,10,False
77288,18.5,9.5,40,15,12,False
77289,18.5,9.5,40,15,14,False
77290,18.5,9.5,40,15,16,False
77291,18.5,9.5,40,15,18,False
77292,18.5,9.5,40,15,20,False
77293,18.5,9.5,40,17,10,False
77294,18.5,9.5,40,17,12,False
77295,18.5,9.5,40,17,14,False
77296,18.5,9.5,40,17,16,False
77297,18.5,9.5,40,17,18,False
77298,18.5,9.5,40,17,20,False
77299,18.5,9.5,40,19,10,False
77300,18.5,9.5,40,19,12,False
77301,18.5,9.5,40,19,14,False
77302,18.5,9.5,40,19,16,False
77303,18.5,9.5,40,19,18,False
77304,18.5,9.5,40,19,20,False
77305,18.5,9.5,40,21,10,False
77306,18.5,9.5,40,21,12,False
77307,18.5,9.5,40,21,14,False
77308,18.5,9.5,40,21,16,False
77309,18.5,9.5,40,21,18,False
77310,18.5,9.5,40,21,20,False
77311,18.5,9.5,40,23,10,False
77312,18.5,9.5,40,23,12,False
77313,18.5,9.5,40,23,14,False
77314,18.5,9.5,40,23,16,False
77315,18.5,9.5,40,23,18,False
77316,18.5,9.5,40,23,20,False
77317,18.5,9.5,40,25,10,False
77318,18.5,9.5,40,25,12,False
77319,18.5,9.5,40,25,14,False
77320,18.5,9.5,40,25,16,False
77321,18.5,9.5,40,25,18,False
77322,18.5,9.5,40,25,20,False
77323,18.5,9.5,40,27,10,False
77324,18.5,9.5,40,27,12,False
77325,18.5,9.5,40,27,14,False
77326,18.5,9.5,40,27,16,False
77327,18.5,9.5,40,27,18,False
77328,18.5,9.5,40,27,20,False
77329,18.5,9.5,40,29,10,False
77330,18.5,9.5,40,29,12,False
77331,18.5,9.5,40,29,14,False
77332,18.5,9.5,40,29,16,False
77333,18.5,9.5,40,29,18,False
77334,18.5,9.5,40,29,20,False
77335,18.5,9.5,40,31,10,False
77336,18.5,9.5,40,31,12,False
77337,18.5,9.5,40,31,14,False
77338,18.5,9.5,40,31,16,False
77339,18.5,9.5,40,31,18,False
77340,18.5,9.5,40,31,20,False
77341,18.5,9.5,40,33,10,False
77342,18.5,9.5,40,33,12,False
77343,18.5,9.5,40,33,14,False
77344,18.5,9.5,40,33,16,False
77345,18.5,9.5,40,33,18,False
77346,18.5,9.5,40,33,20,False
77347,18.5,9.5,40,35,10,False
77348,18.5,9.5,40,35,12,False
77349,18.5,9.5,40,35,14,False
77350,18.5,9.5,40,35,16,False
77351,18.5,9.5,40,35,18,False
77352,18.5,9.5,40,35,20,False
77353,18.5,9.5,43,15,10,False
77354,18.5,9.5,43,15,12,False
77355,18.5,9.5,43,15,14,False
77356,18.5,9.5,43,15,16,False
77357,18.5,9.5,43,15,18,False
77358,18.5,9.5,43,15,20,False
77359,18.5,9.5,43,17,10,False
77360,18.5,9.5,43,17,12,False
77361,18.5,9.5,43,17,14,False
77362,18.5,9.5,43,17,16,False
77363,18.5,9.5,43,17,18,False
77364,18.5,9.5,43,17,20,False
77365,18.5,9.5,43,19,10,False
77366,18.5,9.5,43,19,12,False
77367,18.5,9.5,43,19,14,False
77368,18.5,9.5,43,19,16,False
77369,18.5,9.5,43,19,18,False
77370,18.5,9.5,43,19,20,False
77371,18.5,9.5,43,21,10,False
77372,18.5,9.5,43,21,12,False
77373,18.5,9.5,43,21,14,False
77374,18.5,9.5,43,21,16,False
77375,18.5,9.5,43,21,18,False
77376,18.5,9.5,43,21,20,False
77377,18.5,9.5,43,23,10,False
77378,18.5,9.5,43,23,12,False
77379,18.5,9.5,43,23,14,False
77380,18.5,9.5,43,23,16,False
77381,18.5,9.5,43,23,18,False
77382,18.5,9.5,43,23,20,False
77383,18.5,9.5,43,25,10,False
77384,18.5,9.5,43,25,12,False
77385,18.5,9.5,43,25,14,False
77386,18.5,9.5,43,25,16,False
77387,18.5,9.5,43,25,18,False
77388,18.5,9.5,43,25,20,False
77389,18.5,9.5,43,27,10,False
77390,18.5,9.5,43,27,12,False
77391,18.5,9.5,43,27,14,False
77392,18.5,9.5,43,27,16,False
77393,18.5,9.5,43,27,18,False
77394,18.5,9.5,43,27,20,False
77395,18.5,9.5,43,29,10,False
77396,18.5,9.5,43,29,12,False
77397,18.5,9.5,43,29,14,False
77398,18.5,9.5,43,29,16,False
77399,18.5,9.5,43,29,18,False
77400,18.5,9.5,43,29,20,False
77401,18.5,9.5,43,31,10,False
77402,18.5,9.5,43,31,12,False
77403,18.5,9.5,43,31,14,False
77404,18.5,9.5,43,31,16,False
77405,18.5,9.5,43,31,18,False
77406,18.5,9.5,43,31,20,False
77407,18.5,9.5,43,33,10,False
77408,18.5,9.5,43,33,12,False
77409,18.5,9.5,43,33,14,False
77410,18.5,9.5,43,33,16,False
77411,18.5,9.5,43,33,18,False
77412,18.5,9.5,43,33,20,False
77413,18.5,9.5,43,35,10,False
77414,18.5,9.5,43,35,12,False
77415,18.5,9.5,43,35,14,False
77416,18.5,9.5,43,35,16,False
77417,18.5,9.5,43,35,18,False
77418,18.5,9.5,43,35,20,False
77419,18.5,9.5,46,15,10,False
77420,18.5,9.5,46,15,12,False
77421,18.5,9.5,46,15,14,False
77422,18.5,9.5,46,15,16,False
77423,18.5,9.5,46,15,18,False
77424,18.5,9.5,46,15,20,False
77425,18.5,9.5,46,17,10,False
77426,18.5,9.5,46,17,12,False
77427,18.5,9.5,46,17,14,False
77428,18.5,9.5,46,17,16,False
77429,18.5,9.5,46,17,18,False
77430,18.5,9.5,46,17,20,False
77431,18.5,9.5,46,19,10,False
77432,18.5,9.5,46,19,12,False
77433,18.5,9.5,46,19,14,False
77434,18.5,9.5,46,19,16,False
77435,18.5,9.5,46,19,18,False
77436,18.5,9.5,46,19,20,False
77437,18.5,9.5,46,21,10,False
77438,18.5,9.5,46,21,12,False
77439,18.5,9.5,46,21,14,False
77440,18.5,9.5,46,21,16,False
77441,18.5,9.5,46,21,18,False
77442,18.5,9.5,46,21,20,False
77443,18.5,9.5,46,23,10,False
77444,18.5,9.5,46,23,12,False
77445,18.5,9.5,46,23,14,False
77446,18.5,9.5,46,23,16,False
77447,18.5,9.5,46,23,18,False
77448,18.5,9.5,46,23,20,False
77449,18.5,9.5,46,25,10,False
77450,18.5,9.5,46,25,12,False
77451,18.5,9.5,46,25,14,False
77452,18.5,9.5,46,25,16,False
77453,18.5,9.5,46,25,18,False
77454,18.5,9.5,46,25,20,False
77455,18.5,9.5,46,27,10,False
77456,18.5,9.5,46,27,12,False
77457,18.5,9.5,46,27,14,False
77458,18.5,9.5,46,27,16,False
77459,18.5,9.5,46,27,18,False
77460,18.5,9.5,46,27,20,False
77461,18.5,9.5,46,29,10,False
77462,18.5,9.5,46,29,12,False
77463,18.5,9.5,46,29,14,False
77464,18.5,9.5,46,29,16,False
77465,18.5,9.5,46,29,18,False
77466,18.5,9.5,46,29,20,False
77467,18.5,9.5,46,31,10,False
77468,18.5,9.5,46,31,12,False
77469,18.5,9.5,46,31,14,False
77470,18.5,9.5,46,31,16,False
77471,18.5,9.5,46,31,18,False
77472,18.5,9.5,46,31,20,False
77473,18.5,9.5,46,33,10,False
77474,18.5,9.5,46,33,12,False
77475,18.5,9.5,46,33,14,False
77476,18.5,9.5,46,33,16,False
77477,18.5,9.5,46,33,18,False
77478,18.5,9.5,46,33,20,False
77479,18.5,9.5,46,35,10,False
77480,18.5,9.5,46,35,12,False
77481,18.5,9.5,46,35,14,False
77482,18.5,9.5,46,35,16,False
77483,18.5,9.5,46,35,18,False
77484,18.5,9.5,46,35,20,False
77485,18.5,9.5,49,15,10,False
77486,18.5,9.5,49,15,12,False
77487,18.5,9.5,49,15,14,False
77488,18.5,9.5,49,15,16,False
77489,18.5,9.5,49,15,18,False
77490,18.5,9.5,49,15,20,False
77491,18.5,9.5,49,17,10,False
77492,18.5,9.5,49,17,12,False
77493,18.5,9.5,49,17,14,False
77494,18.5,9.5,49,17,16,False
77495,18.5,9.5,49,17,18,False
77496,18.5,9.5,49,17,20,False
77497,18.5,9.5,49,19,10,False
77498,18.5,9.5,49,19,12,False
77499,18.5,9.5,49,19,14,False
77500,18.5,9.5,49,19,16,False
77501,18.5,9.5,49,19,18,False
77502,18.5,9.5,49,19,20,False
77503,18.5,9.5,49,21,10,False
77504,18.5,9.5,49,21,12,False
77505,18.5,9.5,49,21,14,False
77506,18.5,9.5,49,21,16,False
77507,18.5,9.5,49,21,18,False
77508,18.5,9.5,49,21,20,False
77509,18.5,9.5,49,23,10,False
77510,18.5,9.5,49,23,12,False
77511,18.5,9.5,49,23,14,False
77512,18.5,9.5,49,23,16,False
77513,18.5,9.5,49,23,18,False
77514,18.5,9.5,49,23,20,False
77515,18.5,9.5,49,25,10,False
77516,18.5,9.5,49,25,12,False
77517,18.5,9.5,49,25,14,False
77518,18.5,9.5,49,25,16,False
77519,18.5,9.5,49,25,18,False
77520,18.5,9.5,49,25,20,False
77521,18.5,9.5,49,27,10,False
77522,18.5,9.5,49,27,12,False
77523,18.5,9.5,49,27,14,False
77524,18.5,9.5,49,27,16,False
77525,18.5,9.5,49,27,18,False
77526,18.5,9.5,49,27,20,False
77527,18.5,9.5,49,29,10,False
77528,18.5,9.5,49,29,12,False
77529,18.5,9.5,49,29,14,False
77530,18.5,9.5,49,29,16,False
77531,18.5,9.5,49,29,18,False
77532,18.5,9.5,49,29,20,False
77533,18.5,9.5,49,31,10,False
77534,18.5,9.5,49,31,12,False
77535,18.5,9.5,49,31,14,False
77536,18.5,9.5,49,31,16,False
77537,18.5,9.5,49,31,18,False
77538,18.5,9.5,49,31,20,False
77539,18.5,9.5,49,33,10,False
77540,18.5,9.5,49,33,12,False
77541,18.5,9.5,49,33,14,False
77542,18.5,9.5,49,33,16,False
77543,18.5,9.5,49,33,18,False
77544,18.5,9.5,49,33,20,False
77545,18.5,9.5,49,35,10,False
77546,18.5,9.5,49,35,12,False
77547,18.5,9.5,49,35,14,False
77548,18.5,9.5,49,35,16,False
77549,18.5,9.5,49,35,18,False
77550,18.5,9.5,49,35,20,False
77551,18.5,9.5,52,15,10,False
77552,18.5,9.5,52,15,12,False
77553,18.5,9.5,52,15,14,False
77554,18.5,9.5,52,15,16,False
77555,18.5,9.5,52,15,18,False
77556,18.5,9.5,52,15,20,False
77557,18.5,9.5,52,17,10,False
77558,18.5,9.5,52,17,12,False
77559,18.5,9.5,52,17,14,False
77560,18.5,9.5,52,17,16,False
77561,18.5,9.5,52,17,18,False
77562,18.5,9.5,52,17,20,False
77563,18.5,9.5,52,19,10,False
77564,18.5,9.5,52,19,12,False
77565,18.5,9.5,52,19,14,False
77566,18.5,9.5,52,19,16,False
77567,18.5,9.5,52,19,18,False
77568,18.5,9.5,52,19,20,False
77569,18.5,9.5,52,21,10,False
77570,18.5,9.5,52,21,12,False
77571,18.5,9.5,52,21,14,False
77572,18.5,9.5,52,21,16,False
77573,18.5,9.5,52,21,18,False
77574,18.5,9.5,52,21,20,False
77575,18.5,9.5,52,23,10,False
77576,18.5,9.5,52,23,12,False
77577,18.5,9.5,52,23,14,False
77578,18.5,9.5,52,23,16,False
77579,18.5,9.5,52,23,18,False
77580,18.5,9.5,52,23,20,False
77581,18.5,9.5,52,25,10,False
77582,18.5,9.5,52,25,12,False
77583,18.5,9.5,52,25,14,False
77584,18.5,9.5,52,25,16,False
77585,18.5,9.5,52,25,18,False
77586,18.5,9.5,52,25,20,False
77587,18.5,9.5,52,27,10,False
77588,18.5,9.5,52,27,12,False
77589,18.5,9.5,52,27,14,False
77590,18.5,9.5,52,27,16,False
77591,18.5,9.5,52,27,18,False
77592,18.5,9.5,52,27,20,False
77593,18.5,9.5,52,29,10,False
77594,18.5,9.5,52,29,12,False
77595,18.5,9.5,52,29,14,False
77596,18.5,9.5,52,29,16,False
77597,18.5,9.5,52,29,18,False
77598,18.5,9.5,52,29,20,False
77599,18.5,9.5,52,31,10,False
